name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
The Girls on Drugs - TJR Remix,3yEv2Zy6gLMDSXdUfFM1qz,0.821,0.9,2,-3.258,1,0.168,0.0114,0.000241,0.894,0.546,127.93,1
Uptown Funk (feat. Bruno Mars) - Will Sparks Remix,5MpKzeXvOBFiZpQWV9iP5O,0.874,0.838,6,-6.877,0,0.23,0.16,0.317,0.714,0.74,128.011,1
Everybody Move,38iMyjZWTZKlao50IXZuit,0.762,0.87,1,-1.752,1,0.112,0.0126,0.00675,0.0646,0.118,128.015,5
Axis - Original Mix,30BdDz5YQM9XGD456HZEWR,0.916,0.72,8,-7.214,1,0.21,0.0213,0.691,0.0408,0.208,128.075,2
Drugs,4nYSYcCn9NlALrWrzWW5qp,0.781,0.94,11,-4.15,0,0.0874,0.0307,0.414,0.0858,0.701,128.005,3
Acid Bounce,189vzoS1i2wprPb4AIDnCt,0.821,0.983,10,-2.573,1,0.0794,0.0336,0.0709,0.0378,0.588,127.987,5
When The Funk Drops,6qPCcyAHEEvPp1QDCcMpPn,0.625,0.945,8,-4.252,1,0.0406,0.000735,0.901,0.0759,0.766,128.005,2
Twisted,6d8kerUsp3vDnvAeYiXRb7,0.655,0.934,1,-2.8,1,0.129,0.000799,0.281,0.093,0.411,128.048,5
Bounce That - Original Mix,21E44wx2tzAqrGm8JceNLX,0.678,0.999,7,-1.904,1,0.115,0.000606,0.849,0.323,0.261,128.018,2
Ripper,4oHLX8uJatno3loD6S1EeC,0.836,0.682,11,-6.922,0,0.0714,0.00442,0.519,0.197,0.305,128.01,2
Crush - Original Mix,0X00WLepkaNotANmhBkB9T,0.663,0.838,7,-4.127,1,0.0536,0.0226,0.202,0.541,0.0655,128.007,1
Speedbump - Original Mix,7won3dNhGbODhm0sElZ32Z,0.763,0.775,7,-4.654,1,0.0652,0.0499,0.0807,0.143,0.519,128.015,5
Rock The Boat,3Al6RrlQs9tuKpVlqRRVKJ,0.847,0.917,7,-5.197,1,0.242,0.23,9.05e-06,0.306,0.8,128.122,4
Rockstars - Original,73JUdKaJLUpHEiWiawixCz,0.776,0.937,0,-4.033,1,0.0771,0.0612,0.0184,0.0635,0.671,127.993,5
Haters,1nnGclyoVlZ8UaqGDAkr4b,0.714,0.943,7,-2.569,1,0.0513,0.00074,0.51,0.38,0.462,128.018,2
Mantra,7fXt6k7YeA58GzoIC2lKbV,0.906,0.886,1,-2.736,1,0.0972,0.0602,0.468,0.14,0.458,128.01,2
Bill Durry,3Cns3ZcuMHBJYGhJrxCkJm,0.872,0.831,2,-2.967,1,0.188,0.000609,0.00658,0.132,0.63,127.977,5
Jumanji - Uberjak'd Remix,41pOCMApDs8JCk4GVNYL80,0.761,0.939,4,-2.714,0,0.0463,0.000797,0.724,0.317,0.218,127.998,2
What's Up Suckaz,3D5Or5cnuSQ9IBnRTdjhGX,0.809,0.798,9,-4.834,1,0.291,0.0048,0.000148,0.115,0.26,128.015,4
Wiki (feat. Eiqu),5FiWz8fq5DxFWKupu5SW75,0.84,0.558,6,-5.193,0,0.28,0.0198,0.00341,0.0399,0.414,128.011,4
Extra Bacon,7aRLO2Q1IxyBhGuJsTKdN4,0.719,0.951,5,-4.065,1,0.219,0.0102,0.00799,0.272,0.104,128.034,4
Pussy Pirates,0ch9QI2TOMXokS0sdpQ0YG,0.664,0.972,4,-5.273,0,0.0719,0.000497,0.694,0.319,0.402,128.019,2
Night After Night - Radio Edit,6L5oimyAoXuIb1GL10Oloh,0.647,0.815,11,-4.616,0,0.039,0.0147,1.5e-06,0.132,0.445,127.942,3
Addicted,1MDCGqPlhsOAxTxpbkhUnR,0.768,0.952,0,-2.191,1,0.151,0.0101,0.000121,0.0901,0.67,128.006,5
We Wanna Party (feat. Savage),7ugGMMutTrQFvkoN4NL8Be,0.739,0.928,11,-4.487,0,0.13,0.00978,0.219,0.126,0.46,127.989,3
Shake Yo Bootie,2ETNkKXtKELwOhV5eTMm3k,0.851,0.462,2,-5.463,1,0.163,0.00569,0.816,0.0446,0.185,128.032,2
Toca (feat. Timmy Trumpet & KSHMR),1qm9MfTAoEixNPSqshHqfV,0.819,0.776,7,-2.519,1,0.088,0.0639,0.822,0.321,0.379,127.982,2
Banana bounce - Radio edit,5qO0wgNSRjeU0wPRWiW9GH,0.626,0.961,5,-3.587,1,0.0687,0.000407,0.0024,0.684,0.668,128.01,1
Karate,6dMHdkQmWuDuDltWjBLJBd,0.739,0.948,4,-4.941,1,0.137,0.00646,0.268,0.047,0.3,127.993,5
Violence,68fAtezfNjfYz18o8QraNa,0.456,0.906,7,-1.406,0,0.0737,0.000263,0.899,0.0955,0.084,128.073,2
This Is Dirty,7IyHW7N9oGM7VAQpc1UWJ3,0.695,0.907,6,-5.803,0,0.0522,0.00163,0.868,0.543,0.46,128.02,2
Paradox,5cMPmwrKCrq2hiuHFfWeOB,0.817,0.922,6,-3.183,0,0.132,0.000452,0.869,0.283,0.437,128.024,2
Rock In Melbourne - Original Mix,2D1DawHe3TXesuhqQSRwR3,0.719,0.84,7,-4.977,1,0.26,0.000311,0.334,0.171,0.534,128.025,4
Make It Wet - Radio Edit,5fmGgBVapv4vu25D6U7yTm,0.65,0.973,6,-4.392,1,0.0885,0.000638,0.651,0.134,0.222,127.951,2
Derp,7n7zrI1PxaGuXCn0G7eVjO,0.59,0.735,8,-4.621,1,0.3,0.0901,0.765,0.112,0.0584,137.925,2
Flamenco,6o70OF4tqIT43azQ8gR7Y6,0.763,0.549,1,-13.326,1,0.189,0.0333,0.761,0.13,0.0743,128.01,2
Time Travel,5inb6cSWozZ5KDDWMeEHgz,0.828,0.603,9,-6.22,1,0.0603,0.016,0.865,0.0532,0.427,128.026,2
Orphic,1ExS66pZL3wWquWVZ6kBKd,0.666,0.948,7,-3.553,1,0.0687,0.00787,0.823,0.0768,0.137,128.044,2
The March,5WDlQIjVGSf327a7vpmwTN,0.842,0.838,7,-6.349,1,0.149,0.166,0.658,0.0336,0.273,128.025,2
Crank It Loud,0CNR1Qf35lerCzzzmM6Vnk,0.484,0.756,6,-4.379,0,0.0579,0.00209,0.314,0.3,0.239,139.9,6
PSY or DIE,0y3VbJU7mDnaUboUrVj1I4,0.689,0.77,6,-5.646,1,0.0485,0.041,0.173,0.113,0.161,140.079,6
Oracle,0O3hacFfr7hp4fIeomi4ex,0.71,0.964,1,-1.257,0,0.0502,0.0314,0.0145,0.294,0.72,128.068,3
Damn Daniel - Radio Mix,1KWrQXjHUvVUwjTypwDD2S,0.727,0.899,0,-2.997,0,0.123,0.0163,0.000134,0.395,0.251,130.109,3
Everybody Stand Up - Radio Edit,4tE4CnkFXb7JDmOXQO8ugL,0.591,0.93,1,-6.545,0,0.0669,0.000424,0.369,0.074,0.404,128.006,3
Kaos,7oKmTTm5yEzbP0aPoAOhmT,0.555,0.813,4,-7.498,1,0.181,0.00329,0.158,0.189,0.37,145.882,6
Baked Not Fried - Radio Edit,4AGaLeyjA28QhwwYqUrrIR,0.79,0.887,6,-4.653,1,0.0446,0.000279,0.842,0.0717,0.798,128.016,2
On da Block,0w1dXTdOJCyBPV2nBzEXfo,0.804,0.766,2,-3.086,1,0.115,0.00481,0.0245,0.198,0.388,127.982,5
Lay It Down - Original Mix,5o9W9svvDlg3gRbBVpS9U9,0.926,0.568,4,-5.369,0,0.0762,0.00519,0.00997,0.255,0.477,128.016,3
Trouble In Paradise Feat. Sophia Lysbeth Brown - Original Mix,7CDhLV6gByRSrIfh99eH4X,0.799,0.871,6,-4.38,1,0.0491,0.00225,0.557,0.0807,0.351,128.021,2
"That's Wassup - Exodus, LJ MTX & Jason Risk Remix",0rrIw6GiklMGRSHAiuwQ71,0.713,0.992,2,-1.143,1,0.113,0.00535,0.000561,0.198,0.866,128.13,5
Krew (feat. Kendall P),21w2elgOjkwcNcrFyQZto6,0.753,0.901,1,-2.996,0,0.143,0.00222,0.0406,0.0645,0.605,128.009,3
One Shot - Original Mix,4EW9cGbEyCdenoZ2Rqh99p,0.621,0.98,1,-6.311,1,0.084,0.00535,0.434,0.122,0.414,127.987,2
The Bill (Get Faded),35T5ZdFPhjmBd7P8lfVo1a,0.613,0.892,2,-3.514,0,0.0473,0.00921,0.264,0.14,0.0561,128.035,3
Just Bounce - Original Mix,2O23XQgJyocIdRI8stfcxp,0.699,0.933,1,-4.062,0,0.0506,2.57e-05,0.787,0.968,0.0382,128.005,1
Panic,5I2oK8ht2EEEz6HuPuS8Ku,0.667,0.946,7,-4.629,1,0.0487,0.0118,0.125,0.115,0.349,128.004,5
Turn That Thing Down - Deorro Remix,7iMHC70pl2jHDIjdB0E9oL,0.656,0.973,11,-3.291,0,0.088,0.000567,0.477,0.304,0.608,127.995,3
Kill the Robots (Joel Fletcher Mix),1usYcxU0JlaF98XeBlr13H,0.875,0.849,5,-5.19,0,0.149,0.0002,0.00568,0.319,0.609,127.988,3
Tear Them Walls Down,4wDWChByteAAsoEwKDTzV0,0.699,0.919,4,-5.806,0,0.0541,0.00266,0.832,0.0476,0.346,112.558,2
Fools Gold,5ZWhnzVwZEsp2gycOYspsy,0.531,0.861,0,-4.654,1,0.0398,0.00212,0.00782,0.18,0.565,105.015,5
Feeding the Family,1h6xvFLgvoK74l5qMICEDR,0.674,0.657,1,-6.536,0,0.0342,0.0304,0.01,0.0812,0.737,94.01,3
Foolish,1L3GTGSP7bEkpgr17mFLz2,0.804,0.306,4,-15.984,0,0.0374,0.728,0.775,0.103,0.693,106.172,0
Charlotte's Thong,5FYlubj1nGOUYmJ57ezUXu,0.652,0.668,2,-7.904,1,0.0371,0.401,0.503,0.11,0.322,157.008,2
Lovers Left To Die,1zQJGdFJfQJeX5M8oPPZV8,0.7,0.462,11,-14.163,0,0.0336,0.844,0.139,0.0829,0.594,100.033,0
Hey Little Baby,6duiLmlFXNe9Jdo6XmR98t,0.771,0.425,9,-12.039,1,0.0277,0.259,0.46,0.106,0.84,102.613,5
Hey You,1yYpw3DuEPBO6Cv7ejBwsq,0.722,0.493,0,-12.961,0,0.026,0.547,0.494,0.0949,0.797,105.044,0
Salt & Pepper,45rBYcTNp9fskUoNzJMGkp,0.427,0.728,2,-6.49,1,0.027,0.0158,0.589,0.148,0.327,149.265,2
Stonecutters,3o1GRfkMlAf8IN9WUqNeNS,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,6
Hard Sun,0fzCtVM9D5UEwiLqcY8Ouq,0.644,0.753,4,-7.363,0,0.0778,0.1,0.26,0.571,0.459,89.049,1
Freedom,5MOblOnp8VFUW1UlehGHhp,0.711,0.67,7,-7.492,1,0.195,0.0571,0.0,0.255,0.746,161.783,4
Doin' Time - Remixed By Marshall Arts,5uCfqIxzABOjZDSlaZl1Gf,0.709,0.496,1,-10.528,0,0.0417,0.581,0.191,0.151,0.469,78.477,0
Still Beating,4LpUpiYoZ2M3Z1kmhn4EQo,0.577,0.604,3,-7.84,0,0.0332,0.182,0.00211,0.205,0.351,99.997,3
A Little While,1ahzHj4rfljE8w4ZwpEjOM,0.688,0.738,5,-4.831,1,0.0404,0.0085,3.54e-05,0.258,0.251,111.013,5
Peach,6M8qU2rDpeRQLE88DF2xtq,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,0
Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,0.632,0.646,9,-11.398,1,0.0385,0.0177,0.88,0.116,0.671,87.325,2
Dern Kala,47FmTHqPWGWEfbgDpLjvCt,0.452,0.579,2,-11.085,1,0.0476,0.0153,0.893,0.637,0.929,84.615,2
Two Fish and an Elephant,2kGMBOPXMtb9gxzVYdplg9,0.543,0.754,6,-3.538,1,0.0311,0.0322,0.0,0.0793,0.863,120.094,5
Freebird II,0T2qxiYlivpkZb17KLwz3o,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,4
Hell N Back,3NRql0A1Ef4RCvT473iqgD,0.773,0.39,10,-11.999,0,0.113,0.18,0.000707,0.107,0.465,125.001,3
Habit,76ONL66gg6aJeeWXgx1XN4,0.45,0.781,11,-6.243,1,0.0408,0.326,0.796,0.162,0.611,85.425,2
Nuclear Fusion,5iGPF5Vg43aZ2QTXslY6VA,0.397,0.527,5,-9.625,1,0.0263,0.0503,0.008,0.12,0.796,169.015,6
Tombstone,0E4ioSPXXQIy46ZcklqHpR,0.863,0.533,5,-7.986,0,0.0484,0.291,0.00126,0.0794,0.738,102.025,3
Tieduprightnow,66tkDkPsznE5zIHNt4QkXB,0.607,0.605,4,-7.242,1,0.0281,0.303,0.0774,0.137,0.309,114.054,5
Down By The River,2azLXhIiperr1iUstbBog5,0.429,0.634,11,-6.625,0,0.0298,0.0311,0.0,0.0847,0.439,73.081,3
Mushrooms,3J1Qz65OEv0ZuEtLEs5zBo,0.479,0.589,4,-13.279,1,0.0322,0.0143,2.9e-05,0.572,0.509,107.808,1
"What Do You Want From Me - Live, 2018 Remaster",1DkZSxeUXlQBiLgFOEwGVp,0.707,0.175,0,-20.196,1,0.0455,0.302,0.254,0.109,0.442,74.233,0
Magnolia,43sdRsmJFcSnlTWTVRhYtz,0.87,0.252,6,-16.128,1,0.0477,0.627,0.688,0.0951,0.448,101.905,0
B'nd,19Wl7gBLwPEpzcdzg01g6q,0.803,0.662,0,-8.073,1,0.0308,0.642,0.901,0.151,0.814,105.012,2
Withorwithout,1Avnd5xLg7HmaNofmYk7RQ,0.801,0.804,1,-6.378,0,0.0315,0.296,0.00143,0.0332,0.891,100.618,3
Beast Of Burden,5AoI7pfHdl87BQ93rKZXk9,0.822,0.314,0,-12.415,1,0.0421,0.534,0.0192,0.165,0.639,117.984,0
Exotica,2eC43PWHMbUnwqCRZcbGfo,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,5
Stand by Me,1aj4GXfmEYXfdVZohCpNKu,0.236,0.358,10,-10.185,1,0.041,0.0462,0.0695,0.145,0.036,116.513,0
Galleon Ship,0Z04fUQyKGls1iV1LLHVER,0.822,0.706,0,-6.472,1,0.0387,0.193,0.00167,0.129,0.896,128.707,5
Petals,3Z6HMD0zTxTUqrmh9ZoIib,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,6
Yes I'm Changing,0xtIp0lgccN85GfGOekS5L,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,2
Nangs,1cCbsojaA6GIT7Y3zuMJ1q,0.536,0.915,2,-4.993,1,0.0581,0.154,0.000788,0.372,0.472,115.037,5
Reality In Motion,3I7OmVsk4Hm5LBbs2GmhlD,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,5
Texas Sun,24ntSW3QVJzR79lHAAOTaY,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,2
So Good At Being in Trouble,2lwi35A2ym3FAmSlvOGnQp,0.42,0.686,7,-6.481,1,0.0368,0.0974,0.0287,0.119,0.624,204.234,6
Real Love Baby,3MyQn1xBQwPtFJUUP7zB8s,0.717,0.856,2,-6.238,1,0.0861,0.304,0.00222,0.0771,0.604,110.884,5
Window to the Sky,6jAyxL48SmPElMhu2dl0cg,0.509,0.467,8,-4.94,1,0.0331,0.436,9.98e-06,0.0971,0.538,175.159,6
Forever You and Me,4GUaG3df9nbrj77GKEB76j,0.735,0.559,11,-5.281,1,0.0347,0.659,0.0,0.133,0.659,115.645,5
I Get Up,2ySCTopr9tZ5qdz6MkrdjH,0.403,0.82,4,-5.125,0,0.0335,0.18,5.27e-06,0.204,0.487,176.916,6
Supersonic Casualties,4SgObaJuhJrAN23UgVbKsT,0.617,0.756,5,-5.125,0,0.0416,0.409,7.55e-05,0.0751,0.529,124.105,3
Sun Medallion,0sSVTKSPiim06zGApr2NC1,0.495,0.382,9,-13.441,1,0.0301,0.361,2.09e-06,0.724,0.878,209.637,1
Bemyself,2aE8uSjiWN0k4Nkvp0bUwB,0.671,0.622,0,-9.551,1,0.0289,0.0501,2.95e-05,0.326,0.909,125.999,5
Addicted to the Sunshine,5ppBE5KFTiTx7JoHQAzr5O,0.444,0.722,4,-6.174,1,0.0255,0.00217,0.000324,0.0628,0.641,99.54,5
666,5CEbRjaftulXlgG6xeAytj,0.662,0.822,2,-4.565,1,0.0306,0.041,0.0342,0.105,0.861,112.036,5
Peace Blossom Boogy,0Mfcw67Xb68PJJNsfxRi7L,0.246,0.792,9,-4.986,1,0.0323,0.00506,0.000142,0.09,0.394,187.583,6
Rolling On,5Cra5G974PUHma5AJJrtNK,0.526,0.634,5,-7.805,1,0.0239,0.152,8.41e-05,0.105,0.648,82.652,5
Windows,4gX8uV7Cx0VYsw1nPaL2qC,0.629,0.597,11,-10.571,1,0.0273,0.148,0.0344,0.531,0.737,87.847,1
Something New,24eMGcmzxR64yf45pN4K8i,0.431,0.771,5,-7.176,1,0.0375,0.0877,0.0214,0.121,0.772,201.002,6
Salad Days,5VdaMUzoQetwxQwtWAd022,0.565,0.832,8,-5.751,0,0.108,0.0638,0.0288,0.386,0.847,143.303,3
Freaking Out the Neighborhood,3HlK8txWAdtKMrbsqX40pl,0.781,0.385,10,-9.976,0,0.0789,0.0101,0.587,0.166,0.842,105.812,2
Evan Finds the Third Room,6EV7iIhdW9VBjphqZNGSfM,0.55,0.536,6,-10.045,1,0.0423,0.00612,0.884,0.372,0.539,85.458,2
Cómo Me Quieres,3GO6bT0b1sdInk1KPCK64d,0.393,0.362,6,-11.86,1,0.0442,0.0924,0.837,0.068,0.419,85.22,2
With All The World,222EeTTqS2qFVtPsGcMohi,0.576,0.504,6,-8.258,0,0.0239,0.597,0.0539,0.159,0.546,79.072,0
It's You,3uKOu15tiZpB13VRxs9e8p,0.856,0.511,2,-10.413,0,0.0365,0.386,0.0334,0.0985,0.942,114.985,3
IknowhowIfeel,2IFaUS63AIAr9P46W1lEwt,0.759,0.738,9,-5.255,0,0.051,0.0435,8.87e-05,0.23,0.771,120.038,3
I Got Burned,1axeAD1OWMN5lEyQwy4eeS,0.417,0.0889,2,-24.661,1,0.036,0.926,0.897,0.083,0.411,88.25,0
Planet Caravan,7wqF3BU0ykeKch6BcNqGiT,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,0
White Room,3Xls4cNOwy01dtrNXb1inG,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,6
Layla,2kkvB3RNRzwjFdGhaUA0tz,0.62,0.398,2,-15.676,1,0.0303,0.556,6.91e-06,0.273,0.677,106.265,0
Strange Brew,3ET8TZWF5sP4SPfJK1lKun,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,0
You Can't Always Get What You Want,6lFZbCc7pn6Lme1NP7qQqQ,0.537,0.607,5,-10.317,1,0.0342,0.00961,0.0081,0.368,0.768,99.057,5
Mojo Man,2JScMK1ADiomXnkonaUGj5,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,0
Nights In White Satin - Single Version / Mono,6L5BZEcZmD6RBJnimzlyKr,0.384,0.516,9,-12.032,0,0.0345,0.202,0.18,0.114,0.371,118.129,0
I'd Love to Change the World - 2004 Remaster,19HjHUjCfDrEYhVSIKG6nK,0.443,0.932,4,-3.044,0,0.195,0.0324,0.000136,0.11,0.685,186.094,6
Violence,2545138YOyFhLz2ZXoNMaR,0.496,0.776,0,-4.968,1,0.0321,0.0638,0.11,0.32,0.599,150.031,6
Before the Water Gets Too High,2b4nAtGKMuUMuvH203xngH,0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,0
Badge,08xsXR637CEqbxJmpFcuSA,0.817,0.495,9,-9.94,1,0.238,0.611,0.0,0.161,0.722,144.047,4
The Most Beautiful Girl (In The Room),6889V4Hd6EQS0NblFkoleF,0.178,0.752,2,-7.201,1,0.0509,0.11,0.888,0.117,0.411,63.986,2
Smoke and Mirrors,5skAQdEOEjdRVBcNtMtExs,0.471,0.0791,7,-25.623,1,0.0414,0.994,0.917,0.111,0.0607,92.317,0
Cardigan Song,5PsGfCv1s5iEwEy27e2poj,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,3
The Man Who Sold The World,15VRO9CQwMpbqUYA7e6Hwg,0.69,0.542,6,-9.119,1,0.0367,0.567,0.000779,0.853,0.673,109.449,1
Dumb,725QAOexNLmGZiFMN7U8pF,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,1
Where Did You Sleep Last Night,551qy5vUgrUfEUc4dCNfht,0.469,0.649,5,-8.45,0,0.0311,0.000936,0.47,0.144,0.696,125.174,2
Do You Love Me? - 2011 Remastered Version,26sLRGYCSYSnK0cJVtcCAf,0.347,0.737,9,-4.74,1,0.0324,6.5e-06,0.277,0.166,0.751,123.183,6
Warmth of the Sun,4OQ9QaKIGEElvMb5edFo0h,0.635,0.3,2,-13.957,0,0.0285,0.707,0.829,0.574,0.772,91.452,0
White Gloves,4AKUOaCRcoKTFnVI9LtsrN,0.805,0.281,9,-11.877,0,0.0961,0.607,0.0,0.116,0.281,105.873,0
Everybody’s Gotta Live,1Og2Qi5XwYdr0YI6rn79Zb,0.685,0.775,11,-10.128,0,0.0576,0.0394,0.126,0.343,0.946,94.032,3
C-Side,1uKXFp5BcdHf7grmjIDQLF,0.667,0.556,5,-8.921,0,0.0306,0.0591,0.0108,0.0972,0.692,132.83,3
Midnight,7pnVHbcqbmP7LA1ey3ydvu,0.868,0.364,7,-16.513,1,0.0984,0.482,0.0855,0.0866,0.807,123.039,0
Glide,6asdQA8Hk0outQMv0oSDjk,0.69,0.775,5,-5.116,0,0.0306,0.119,0.000533,0.125,0.962,93.241,3
I Don't Wanna Stop,0kJg1vDAXOvuPUe4bLii7F,0.679,0.775,5,-9.916,1,0.0373,0.000692,0.769,0.0703,0.446,100.024,2
Up On the Hill,715185HIUWG76i1y7SGlYq,0.376,0.509,3,-4.995,0,0.0357,0.489,6.63e-06,0.115,0.259,119.47,0
Pearl Cadillac (feat. Andra Day),5fcisGWiGPqr3hkPy0h1mr,0.337,0.809,0,-2.969,0,0.0327,0.00738,0.000272,0.319,0.319,145.879,6
Low Down Rolling Stone,59oXRNRnmmTbwgkZkV7l4g,0.383,0.475,11,-11.842,0,0.0278,0.00706,0.759,0.108,0.339,141.423,2
Eclipse,7ww3ZrwEJbZjWhmAac71Mk,0.414,0.725,9,-8.713,1,0.0279,0.000179,0.69,0.157,0.317,141.083,2
Back to Land,7HGjI1DJeVu2UbVbbGNs25,0.499,0.318,7,-13.776,1,0.0485,0.718,0.00101,0.379,0.282,121.498,0
Wish You Were Here,1HzDhHApjdjXPLHF6GGYhu,0.461,0.428,11,-15.675,0,0.132,0.0165,0.000774,0.167,0.784,125.99,3
Money - 2011 Remastered Version,7Gx2q0ueNwvDp2BOZYGCMO,0.557,0.494,8,-7.464,0,0.0256,0.459,0.214,0.104,0.46,151.989,3
Stranger,0NGjXNfzZVv1MsXttI9KpS,0.576,0.535,9,-8.392,1,0.041,0.588,0.0106,0.31,0.196,139.939,0
Gap in the Clouds,7l5j3FapCyr6HxUgoAynM2,0.556,0.455,7,-8.417,1,0.0594,0.0201,4.24e-06,0.128,0.0915,130.926,6
Chill,03vzu03ZnrKlHHL1nTi7zY,0.371,0.691,2,-7.406,0,0.0398,0.317,0.000127,0.12,0.546,95.76,3
Aliens,762kJUcm8avc0GvmxuDh0G,0.525,0.804,1,-7.575,1,0.0321,0.00367,0.285,0.0382,0.935,91.951,5
Life's What You Make It - 1997 Remaster,2iWTHXaFtRSMhd5OLpYD7f,0.812,0.448,1,-6.621,0,0.0666,0.233,0.000272,0.13,0.576,99.958,3
Trouble On Central,3tsFWhe45D6CGFSMA77T3B,0.364,0.688,5,-8.015,0,0.0379,0.079,0.0147,0.176,0.211,132.787,6
Sentimental and Monday,1gvhPckg3ppLZVGlc7E15D,0.187,0.392,7,-10.456,1,0.0347,0.151,0.521,0.0739,0.125,75.982,0
Everything's Fucked,7grZ8Xinei6gspwCD1Ah7V,0.699,0.481,9,-10.247,0,0.0353,0.225,0.00482,0.0938,0.752,146.665,3
The Sun Comes Up,5xeBdH9bBnBdmfmozGCY85,0.551,0.648,7,-13.088,1,0.0627,0.043,0.655,0.41,0.807,109.209,2
People Everywhere (Still Alive),2OQ1V0e2O56AeIo4ywuYKF,0.715,0.587,2,-6.548,0,0.0277,0.308,0.00057,0.105,0.774,95.999,3
Bad Omens,1cm9QEpMgBOoByAzIsrKg8,0.838,0.735,10,-11.712,0,0.138,0.0669,0.334,0.165,0.945,167.956,3
Choo Choo,6AkGsHilWb1yv6tGkERpMp,0.479,0.725,2,-4.671,1,0.0335,0.026,0.000129,0.209,0.43,101.938,5
My Silver Lining,5BkNCuxzzid0gz9sx3NNbX,0.539,0.704,0,-6.73,1,0.053,0.00827,0.132,0.133,0.68,186.033,6
Didn't I - Dave Allison Rework,2nZvzyQUHPPGMsc0E73ahY,0.723,0.757,2,-6.455,0,0.0589,0.348,1.32e-05,0.0949,0.704,89.969,3
Feelin' Lovely,54Ce8Gs58AF80COXWuSGHy,0.709,0.524,0,-13.194,1,0.0257,0.00102,0.122,0.0504,0.812,91.98,5
Summer,22upHibeNQU5TAZ2Jtpc7F,0.793,0.468,11,-10.054,1,0.0408,0.00839,0.0786,0.0689,0.534,95.999,5
Got It Bad,2DKhE0CxWGYoYQxYYbLrjJ,0.498,0.943,9,-2.394,1,0.137,0.0218,7.69e-06,0.112,0.569,152.216,6
She's A Genius,2rXfsWB0xfTHTOa9btjmUc,0.736,0.615,0,-5.389,0,0.0324,0.381,0.0147,0.0824,0.711,100.044,3
Make It Real,4xIlJpmUuVZ57l4qm3pIEO,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,1
Pump It,2ygMBIctKIAfbEBcT9065L,0.511,0.391,7,-10.85,1,0.0443,0.487,0.0,0.112,0.58,112.196,0
Breathing Underwater,4UOSM66BYQRD4YbOIkcTO8,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,5
Heart Don't Stand a Chance,5dnAki4SIAcedhAPdF5l2h,0.323,0.119,5,-17.892,1,0.05,0.962,0.000348,0.106,0.176,89.862,0
Higher Love,7apw8m9lHQjvuUVfMAm4kZ,0.763,0.898,2,-6.26,1,0.0468,0.113,0.00417,0.0212,0.928,109.004,5
Dazz - Dazz Disco Mix,3KMUmrYYtWVhbdfpphhCLm,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,5
Free Ride,4MlXFjRO6N7NXvMqPlH35o,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,5
Land of 1000 Dances,76ICmoJ4PcoMWoooaTxnQs,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,2
Cissy Strut,0WSlOSMLJWoWUpWci9nnRb,0.746,0.916,9,-10.061,1,0.0772,0.518,0.0686,0.0785,0.971,99.926,5
(Everybody Wanna Get Rich) Rite Away,2a0fkN8dbA5Kh8SR7cvl3D,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101,5
Take Me to the River,62r1CS9zL1FL5Ilb7hLX7n,0.89,0.369,9,-12.273,0,0.0627,0.647,0.709,0.116,0.681,98.998,0
Gorilla Villa,2w3lYyC9Dc60hUaqhHNBVQ,0.717,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693,5
