name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Better - Remastered,6VtSR2Nw3IozhsRmsKzIET,0.57,0.765,4,-5.782,1,0.0264,0.156,0.00528,0.317,0.93,112.966,5
Throw Your Arms Around Me,5HqQCntDNtSHqUN8trMCym,0.206,0.81,9,-6.492,1,0.0423,5.93e-05,0.0644,0.0855,0.155,163.552,6
Don't Change,2j7z87EnqB1NFQts2db0VR,0.481,0.95,9,-3.923,1,0.112,0.0369,0.000212,0.373,0.786,89.866,5
Evie (Part One),0rSckbp0aam2nGy1ri9Aty,0.552,0.741,9,-7.388,0,0.0476,0.00699,0.00133,0.0317,0.508,148.996,3
Solid Rock - Remastered Version,18PsAoBaEHQZRUxigLP8QJ,0.419,0.354,2,-16.101,1,0.0322,0.57,0.00136,0.098,0.81,122.397,0
Most People I Know,6kwOrSwpr6R6kLtz82dpbI,0.719,0.842,9,-5.603,1,0.0284,0.252,0.000218,0.0697,0.421,120.147,5
Great Southern Land,3OmEIZ6bYHqlReQ1YLaRHV,0.373,0.938,11,-3.913,1,0.0997,0.0117,5.56e-05,0.155,0.391,138.276,6
Working Class Man - David Nicholas Mix,3dFn762F5JW8Wr2DpWDMIv,0.817,0.866,7,-5.369,1,0.0788,0.0338,0.0238,0.143,0.966,150.134,5
The Nips Are Getting Bigger,4wxbvj2DU5UVsUVU9FORSB,0.437,0.373,0,-14.846,1,0.028,0.261,1.2e-06,0.0984,0.355,93.519,0
Better Be Home Soon,4ZYCwq1EMPY5zZt195ARWg,0.786,0.552,2,-13.885,1,0.0658,0.0642,3.08e-05,0.299,0.905,121.422,5
April Sun in Cuba,0NKv1n25UpKKhZbp5UVV6P,0.493,0.492,2,-12.917,1,0.0383,0.00141,0.101,0.234,0.288,120.455,0
Bad Boy For Love,4T94LEwsuSLqx4Fa28lgSL,0.701,0.696,11,-11.313,0,0.0276,0.0266,0.0354,0.275,0.922,130.294,3
Sounds Of Then (This Is Australia),4yLvWkiGacPp3BAOSxiiHf,0.464,0.754,1,-7.286,1,0.104,0.00996,0.0078,0.32,0.588,94.438,5
The Honeymoon Is Over,5W52WxNMAOlvAuE64v6d9U,0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,6
Friday On My Mind,2CT08rpgdut8qQs7IAzMGi,0.596,0.644,4,-6.377,1,0.042,0.0545,0.000179,0.0899,0.449,124.129,5
Cool World - Digitally Remastered,3Q8mS8JTzNkUuaOAtcaNyG,0.547,0.451,1,-12.748,0,0.0431,0.24,0.0,0.387,0.854,168.619,3
Living In The 70s,1962znm9sQtva3oXLDwlrw,0.571,0.72,4,-6.223,1,0.0361,0.00749,9.36e-06,0.252,0.77,97.97,5
Cry In Shame,2GBYo6e6OjONHtRvo2fDuw,0.513,0.633,9,-8.06,1,0.0279,0.744,0.00535,0.245,0.69,100.585,0
The Loved One,4TGLHPrhbQcGu3HFz8pQGY,0.444,0.738,4,-9.124,1,0.0405,0.00158,9.47e-06,0.121,0.363,111.95,6
Take Me Back,53EYBjAEncUhV6X9DuJUBd,0.628,0.718,1,-8.308,1,0.0312,0.00456,0.000141,0.0762,0.564,112.93,5
One Word,6DyeOvSpsUIb8jhOKV7Vij,0.637,0.532,0,-13.943,0,0.0339,0.248,0.0849,0.11,0.835,123.257,3
Girls on the Avenue,60NAi3x5XfU8UDMu5WRUSr,0.361,0.937,4,-3.179,0,0.0463,6.19e-05,0.000166,0.27,0.393,147.546,6
Alone with You - 2014 Remaster,0cK7vBvgmRQVJpqgNwehch,0.61,0.822,4,-8.288,1,0.0365,0.0183,0.0,0.256,0.722,105.251,5
Father's Day,2mnvzsLKEG033tp9Bqm4S1,0.631,0.782,3,-9.446,1,0.0271,0.0329,0.00208,0.323,0.737,131.509,5
Streets of Your Town - Remastered,4ImZYT2EsMgcracYQIQ5vH,0.304,0.857,5,-4.238,0,0.0449,7.37e-06,0.251,0.373,0.721,150.851,6
Know Your Product - 2004 Remaster,37sA21G7FL484ku9J5UJNU,0.586,0.714,9,-14.721,1,0.0838,0.0736,0.0,0.166,0.858,140.874,5
Who Listens to the Radio,5fMv3MNuPtmXyudS7qlPkV,0.271,0.882,7,-8.483,1,0.06,0.0404,0.00201,0.0826,0.423,142.92,6
Berlin Chair,1fhLBWJ39ihyjEqgPiUf6B,0.488,0.364,7,-15.954,1,0.0321,0.0714,0.0,0.0756,0.544,79.707,0
My Island Home,3Ymi51lilmxnc9eRnfi32D,0.405,0.703,5,-4.717,1,0.0348,0.43,1.03e-05,0.135,0.651,108.855,5
Howzat,1rvvzcLXlcWhJHOzjoTrOV,0.779,0.737,4,-5.568,1,0.0847,0.0491,0.00593,0.238,0.874,153.389,5
Power And The Passion - Remastered Version,75SH7qKifZ0Mzl4UFmps31,0.386,0.295,2,-19.276,1,0.0339,0.701,0.119,0.582,0.389,151.209,0
Because I Love You,1z9UHExy0G7m4PwD72TZLi,0.678,0.503,5,-11.003,1,0.0264,0.00253,0.0003,0.0414,0.843,108.978,5
Slave,5H1Xc4Hk7QYmgaSW6ZqDYg,0.579,0.609,2,-12.158,1,0.0415,0.115,0.000247,0.0699,0.614,119.811,5
Chained To The Wheel,3OvlDKEAhtjnceGhbrwQOX,0.513,0.69,7,-8.545,1,0.0425,0.0997,0.19,0.0967,0.564,161.693,6
Wide Open Road,620zXJyl50tD6FMobTqZN6,0.616,0.908,10,-6.867,0,0.0551,0.00194,0.00235,0.0345,0.808,92.984,3
U Got 2 Believe,6zfMpiPa0x1nEcAF0FH8sx,0.367,0.769,9,-7.258,1,0.0317,0.00032,0.628,0.0631,0.7,173.186,2
True Lies,1vcUlV02bvKQn6ryzZqDVL,0.505,0.908,5,-4.717,0,0.0561,3.71e-05,0.0092,0.207,0.494,123.928,3
Make It Easy,60zfRewsKIpbmDQXImKW2C,0.351,0.964,4,-3.745,0,0.12,0.000697,0.0304,0.181,0.496,185.923,6
Shake It,2uKt3YMVIDuEDY2xH1jZFz,0.393,0.912,8,-5.008,1,0.0706,0.00697,0.00274,0.0547,0.63,78.157,5
Morning Star,7fZDPth2IuCiUhvkN8OIWS,0.572,0.861,8,-5.602,1,0.0348,0.0689,1.83e-05,0.0532,0.798,92.015,5
Diamonds & Gold,09MUdE68bEvHmQ6qKKsl5c,0.678,0.575,7,-4.896,0,0.0298,0.737,0.0171,0.119,0.774,85.993,3
Carry Yourself,3mAiFmSq6tsZGBAZlpps4H,0.454,0.891,2,-5.101,1,0.0621,0.00229,0.0135,0.468,0.752,169.869,6
Openness,6H4ur69PVIZJlX60jTntAM,0.536,0.969,6,-2.62,0,0.0915,0.43,1.26e-06,0.082,0.805,84.881,3
Just in Case,3lUHPnOMQBlLjkUs6ZpHkI,0.676,0.648,6,-6.456,1,0.0294,0.00703,0.00137,0.113,0.889,115.964,5
The Answer,4gRRWu6UKWASIQzzOzkXUx,0.611,0.675,11,-10.327,1,0.0378,0.00282,0.0063,0.238,0.605,127.746,5
Highway Jones,4No7vBUnNaJ76hOCMiWr5l,0.606,0.679,5,-6.091,0,0.0684,0.075,0.00274,0.677,0.964,183.8,1
Stand Tall,4oIHLOhwRr8yTFZWmyKyZq,0.442,0.78,5,-5.576,1,0.0479,0.007,0.0,0.167,0.666,154.001,6
Find a Way,4PTfrK6IhnTOd7SRpH17EK,0.604,0.878,6,-5.294,1,0.0396,0.112,0.0282,0.146,0.705,118.001,5
Don't Be a Fool,4TSxZeL4YBsSL82n21TajD,0.431,0.892,0,-4.103,1,0.114,0.0768,1.49e-05,0.211,0.844,185.965,6
She Was a Doorman,1CgGro1rXhkxs7LviofPyT,0.71,0.914,9,-3.592,1,0.0749,0.0602,0.00377,0.165,0.742,125.039,5
Well Run Dry,0dlfcbC2ecv3RS94noopTd,0.317,0.924,1,-3.369,0,0.0497,0.0175,0.000148,0.345,0.701,202.18,6
Point of View,7xvRzWO7VuKSiQM1BWkEcs,0.614,0.769,1,-2.818,0,0.0258,0.347,0.0,0.176,0.834,110.985,3
Love Sweet Love,1N47m6es1ruoERTpLByl8V,0.604,0.743,5,-6.442,0,0.0349,0.0971,0.000131,0.0604,0.823,99.37,3
Big Mouth,5mCuc8RrujOdKaqQ5dH9so,0.504,0.939,0,-1.786,0,0.0554,0.133,0.00758,0.626,0.741,118.09,1
Go Faster,7qLq9x0er8eP04MIaxwK0Y,0.574,0.627,11,-6.182,0,0.122,0.0846,0.0,0.0351,0.864,190.415,3
Few And Far Between,0yThOHWoOPPUFSW4oA6yT1,0.628,0.576,11,-4.694,0,0.0565,0.212,4.47e-05,0.315,0.693,92.01,3
Open Road,4kAOHwPEBawS1znACiyuqA,0.498,0.99,0,-2.721,1,0.125,0.0143,0.0258,0.178,0.394,106.789,6
Life On The Outside,2iufE5GZ6UobPZgMU8Qh5A,0.724,0.876,11,-5.854,0,0.0873,0.16,0.00278,0.116,0.812,92.169,3
Before You Hit The Ground,4akqDi0F86Avv9yhujAk9P,0.608,0.849,2,-6.66,1,0.0389,0.00371,0.0259,0.112,0.644,101.517,5
Motivational Speaker,6PJE3j017zKto7sv2wUrNy,0.563,0.871,5,-5.825,1,0.029,0.000197,0.0128,0.0928,0.517,114.894,5
Funky Guitar Blues,2dqkDzJPwSIduZlKJh0lvB,0.629,0.648,8,-14.063,1,0.0382,0.0203,0.0356,0.299,0.691,104.014,5
Who Do You Love?,4v4zFRDRkXyGPTRyYur26i,0.74,0.958,10,-2.236,1,0.154,0.251,5.84e-06,0.213,0.83,104.069,5
T.C.B. or T.Y.A.,0bpdYlt8oPbGeBZb3gDdZk,0.687,0.853,6,-7.761,1,0.0567,0.0801,0.00171,0.109,0.918,110.051,5
Vixen Eyes,4KIY1A23VXJZjSlaRFzgTC,0.46,0.858,5,-4.495,1,0.0392,0.000233,6.72e-05,0.0741,0.502,131.54,6
Soul On Fire,2w7Lhu2qyIcqkBveFELEOT,0.626,0.923,1,-4.448,1,0.0474,0.0132,0.000771,0.0331,0.845,87.377,5
Walkin' The Dawg,6xHzY67lLIJNdxbR5LxZ5S,0.715,0.92,2,-4.189,1,0.0849,0.0929,0.0,0.296,0.798,100.61,5
Lives That Don't Exist,0X4vLevfEeJIgjVpKedbgK,0.525,0.879,11,-4.927,0,0.0469,0.0582,0.00396,0.123,0.842,118.079,3
Dark Side of Love,6EbzWtH5vZb9gq39Ql8XYI,0.467,0.887,0,-5.247,1,0.0497,0.00178,0.0,0.189,0.756,167.25,6
Honey,4gvttoQ87qNDYrtVX5TlHG,0.471,0.944,10,-4.673,0,0.0686,0.000744,0.000587,0.193,0.763,94.414,3
Love Ain't a Love Song,6U7s8WTYhJgCQuaS1RYgL2,0.891,0.62,7,-7.463,1,0.244,0.139,1.61e-05,0.0805,0.404,98.093,4
Fever,4C1Smq2t3MVOPzsUPWW0oX,0.816,0.875,7,-2.499,1,0.184,0.187,0.0,0.0346,0.952,100.967,5
Bruk Off Yuh Back,30mNHDOw7qD5SF8tBeuPpu,0.552,0.618,5,-6.757,0,0.32,0.42,0.0,0.109,0.399,132.765,4
We Can (feat. Tory Lanez),7LRJmZ6G5qHQEG2CGeTCji,0.542,0.545,11,-7.578,0,0.348,0.0272,0.0,0.807,0.542,126.319,1
LUV - Remix,4WwHFY7aJ6bUcugjb30DDW,0.683,0.567,5,-5.888,0,0.0455,0.476,0.0,0.193,0.469,129.93,3
Magic,3RtabRG0H7ZIQjjiBbJAQV,0.798,0.73,1,-5.992,0,0.0966,0.16,0.0,0.215,0.91,92.0,3
Likes,0L7ByJIFyro93nWs7wwioM,0.566,0.666,6,-9.2,1,0.329,0.142,0.0,0.33,0.931,94.336,4
Say Wooee,5R128SeMb9y8WJUfA7i5dy,0.519,0.521,6,-7.605,1,0.311,0.0845,0.0,0.122,0.929,151.529,4
Money 2 Burn,0eLYDsTGJCuaCQpGQV83c6,0.81,0.922,7,-4.87,1,0.18,0.000612,0.0,0.256,0.79,98.537,5
No Games,40pyV510E6xSglWrT6twGt,0.902,0.845,11,-2.695,1,0.0644,0.0438,0.0,0.0867,0.625,112.005,5
"My Woman, My Everything (feat. Wandecoal)",5MAScTGPHzWAeivPjpATa9,0.725,0.764,6,-4.893,0,0.0843,0.00117,8.93e-06,0.0773,0.611,99.962,3
Can't Believe (feat. Ty Dolla $ign & WizKid),7dOiEwSJhzv3GpB6HU8Uzf,0.588,0.61,9,-5.008,0,0.234,0.534,0.0,0.303,0.645,99.926,4
Your Number,5J4FiKDJIdJ8AKx2gaWMt4,0.82,0.826,2,-7.012,0,0.0546,0.061,0.0,0.0904,0.939,105.988,3
Tempted To Touch,7khLgMuA7m4SA6aaDv1QSv,0.868,0.834,1,-4.965,1,0.0944,0.0447,0.0,0.0436,0.955,119.973,5
Big Bad Soca,4WXHxzu7bhF08UC0Txs4sh,0.71,0.865,4,-3.274,0,0.0988,0.0498,0.0,0.179,0.727,113.978,3
Front of the Line (feat. Machel Montano & Konshens),0YfkpDTATfHJs7KprLwmA1,0.727,0.86,1,-5.914,1,0.0615,0.0264,0.0,0.0485,0.482,104.958,5
Baby I Won't,1G0xFA3KNiKdbjhT2asL43,0.69,0.676,4,-7.714,0,0.257,0.453,0.0,0.125,0.434,97.021,4
Freaky - Radio Edit,2C1JDLTX9JqVRAYMF15Xmt,0.616,0.71,5,-7.05,1,0.264,0.123,0.0,0.128,0.945,93.938,4
Dude,746nPV2NXSoxW3imGpG8gk,0.727,0.562,2,-8.213,1,0.279,0.0381,0.0,0.113,0.798,84.969,4
Nobody Has to Know,0SfF2sA67muVwqlKnalqW6,0.69,0.621,8,-3.583,1,0.06,0.321,2.81e-05,0.0884,0.497,66.858,5
Hold You - Hold Yuh,0j55p8YRAPG8yajtNyjt6A,0.497,0.68,9,-5.722,0,0.309,0.456,0.0,0.123,0.702,94.983,4
Tek Weh Yuh Heart,2k4r87jMiQSt9CtsiU9Zqv,0.699,0.675,9,-5.383,1,0.387,0.0654,0.0,0.143,0.442,105.151,4
Whine & Kotch,5o5yQsdZblzaqzgBFDVJTv,0.624,0.852,7,-2.869,0,0.255,0.306,2.56e-06,0.063,0.904,104.275,4
Wine to Di Top,2Ber0bp0wzCccLUHGOPGsu,0.623,0.725,2,-4.878,0,0.0312,0.00548,0.0,0.101,0.619,68.682,3
Now,4YcNPSkTBrIomT64npPsDd,0.723,0.778,7,-4.022,1,0.182,0.0545,0.0,0.0993,0.47,101.027,5
Atm,6WYlps7QCNQtpc2kAPs2Eu,0.502,0.685,8,-6.94,1,0.347,0.232,0.0,0.148,0.78,90.978,4
Yuh Love,1GjiKiEK48A9MZvrpJCR16,0.451,0.705,7,-5.058,1,0.271,0.281,0.0,0.61,0.462,108.243,1
Mi C Mi Bed N Miss U,38cTDOCCJmU8V1xA6exHtL,0.883,0.733,11,-9.153,0,0.128,0.161,0.00026,0.334,0.947,95.103,3
Murder She Wrote,1HGyhNaRUFEDBiVLbvtbL6,0.574,0.421,6,-13.661,1,0.144,0.288,0.0,0.091,0.78,96.163,0
Action,2LyHiWfl86qjCLhVSdXNjE,0.866,0.788,2,-8.188,1,0.278,0.25,1.97e-05,0.342,0.752,158.412,4
Boombastic,1jqLJBQwo7yBCqYQWukLkq,0.48,0.829,3,-3.131,1,0.0615,0.102,0.0,0.13,0.788,97.043,5
Seasons (feat. OMI) - Mastiksoul Island Mix,4XJ2zusQR7sqsDc6XaAj5d,0.593,0.84,4,-5.387,0,0.108,0.025,0.0,0.0716,0.775,103.384,3
Mamacita,2CN72f1bC9iLrTtzcoZGGP,0.442,0.718,10,-3.754,0,0.171,0.0868,0.0,0.618,0.54,79.585,1
Love Like Ours (feat. Tarrus Riley),4KGCSHN3xWAvsijrkhprFA,0.627,0.617,5,-5.314,0,0.31,0.086,0.0,0.215,0.88,178.406,4
Paper Loving,0FBgQ1eevuO0NP8Nm4wjiy,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,3
No Letting Go,5dWfl2PBpKHpBVdz95wxK1,0.945,0.672,4,-5.4,0,0.0719,0.00383,3.33e-05,0.109,0.164,105.01,3
Dip & Ride,5rLLBy0X5WJMBgsxKCamty,0.588,0.841,0,-5.138,1,0.0932,0.026,0.0,0.33,0.871,134.577,5
Gyal You A Party Animal,7rj8aNwZqTvrUeLlAyNWtZ,0.805,0.735,4,-6.669,0,0.14,0.403,0.0,0.0816,0.555,107.952,3
Boom & Bend Over,7fD4nrKFoSCQzsfhV3T4My,0.919,0.781,2,-4.704,1,0.217,0.219,0.0,0.221,0.559,118.982,4
Bruk It Down,6Y7Eth6daKj80p4Ofmp6sx,0.585,0.746,10,-5.206,1,0.312,0.212,0.0,0.042,0.791,122.179,4
After All,77AW2gaYhiEuuPSR13mDFU,0.714,0.641,1,-4.912,1,0.345,0.132,0.0,0.12,0.598,123.563,4
Control,1Tvsup28BlgqQnVvl8SN3w,0.577,0.798,10,-3.843,1,0.261,0.181,0.0,0.0974,0.787,65.298,4
Momentum,5Cz3VsonF2fhoxlTlVhLFb,0.716,0.88,10,-6.204,0,0.032,0.0796,0.0,0.0626,0.931,104.994,3
Rock and Come In,3KddnSiUpIz0Vx9GscARBI,0.823,0.757,4,-5.759,0,0.22,0.0679,4.55e-06,0.344,0.42,100.025,4
No Oh,6VLzryqFx8gqBctTQTb32V,0.699,0.599,7,-5.017,1,0.176,0.352,0.0,0.0876,0.465,120.497,5
One More Time,1dwnkVb7B68PERWo3xmSqQ,0.824,0.753,7,-4.844,0,0.206,0.431,0.0,0.0955,0.409,94.986,3
Oh Gosh,6bDTV2MSUt03asx2zpjm2a,0.429,0.471,5,-7.864,0,0.149,0.31,1.01e-06,0.29,0.284,77.635,3
Owner,5ktMMYLqDco9B3BNGdyD6J,0.572,0.713,4,-6.146,0,0.0368,0.0337,0.0033,0.34,0.608,109.99,3
Honey Sweet,4D2rEIyYw0meeh8AOXqfxK,0.583,0.921,4,-8.383,1,0.0697,0.00377,0.462,0.226,0.222,125.98,2
Bros,2PIcAQiSOayFwJrfWc72Qc,0.32,0.892,1,-3.628,1,0.0539,0.000137,7.3e-05,0.0899,0.474,77.508,5
In My Mind,0Exl4jdJFmiztWnvXr5nHZ,0.644,0.902,2,-4.21,1,0.0873,0.0811,0.000788,0.499,0.817,121.992,1
GET OVER IT,19he9KQfNiAyPn7UTJ592c,0.562,0.445,10,-6.77,1,0.0382,0.00574,0.0,0.0872,0.563,176.807,6
All This Way - 2016 Version,00npPFB92kxjaPQ4e70Gyp,0.51,0.818,7,-3.205,1,0.157,0.0439,0.0,0.0801,0.574,154.561,6
Chelsea Dagger,52fnLN02thRhTnbzVZzdqq,0.587,0.983,7,-2.834,1,0.188,0.317,0.0,0.333,0.56,109.8,5
MOVE,3PU2kmDQry4M4PT4WPZeHT,0.563,0.776,1,-5.296,0,0.0485,0.0545,1.26e-06,0.123,0.463,113.204,3
Orthodox man,69lAASuIqaX9B4ujOVEWiT,0.459,0.901,9,-4.542,1,0.0834,0.00011,4.86e-05,0.228,0.156,141.964,6
A Young Understanding,69O1kiLyWiyDlGau81SykI,0.601,0.784,2,-5.622,0,0.0333,0.00476,0.0127,0.347,0.726,94.019,3
Are We Ready? (Wreck),1qBLtdOv2zTzq0tkc6Vy6t,0.402,0.92,2,-2.944,1,0.0408,0.000174,0.0,0.0807,0.297,139.793,6
Not Nineteen Forever,19CIsQ1HElu4XHdLCMlSqu,0.527,0.929,9,-3.858,1,0.0612,3.88e-05,0.00142,0.323,0.305,138.022,6
Postpone,1IMtCtSqlw3VJv3IvCxkaz,0.562,0.724,6,-8.627,0,0.0271,0.0124,1.42e-06,0.223,0.855,113.056,3
Miracle Aligner,4iwpCp7qdDLngGI3gsVTza,0.623,0.922,1,-3.013,1,0.0534,0.000815,0.0,0.069,0.681,135.976,5
Give Me a Try,7ayoL7WrBQP3ccJqELQXFK,0.484,0.905,9,-3.506,1,0.0481,0.146,1.13e-06,0.24,0.486,125.414,6
She's Electric - Remastered,60QLLec3yKDwloXCyummPy,0.359,0.945,7,-2.488,1,0.0662,0.000829,1.67e-05,0.177,0.437,89.667,6
Will You Be There?,4CjO3pXr8RZb3vxyM0tmcn,0.398,0.854,7,-4.998,1,0.0342,0.00382,5.98e-05,0.0971,0.584,158.035,6
Was It Really Worth It?,6OaPYfxy5tlkfTXgosf7gQ,0.658,0.814,0,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016,5
Figure It Out,3MjrueDQKVr6xDDseZwhEd,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,6
505,0BxE4FqsDD1Ot4YuBXwAPp,0.729,0.865,7,-6.006,1,0.05,0.0858,0.0,0.0764,0.709,95.003,5
Sheila,0FGtGmz8SVEywhUqNFYWsQ,0.459,0.883,9,-4.1,1,0.0476,0.000491,0.0267,0.118,0.338,147.943,6
Pacifier,1rcu88dzWE5GyqtpuWvd0C,0.527,0.366,10,-10.943,1,0.0277,0.487,0.0023,0.11,0.234,98.994,0
Love,2Kerz9H9IejzeIpjhDJoYG,0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982,0
Lust For Life (with The Weeknd),0mt02gJ425Xjm7c3jYkOBn,0.333,0.389,7,-9.132,1,0.0364,0.539,0.0772,0.163,0.25,144.204,0
13 Beaches,3ZKRAzNAsiJrBGUM2BX9av,0.449,0.534,8,-9.493,0,0.0494,0.048,0.0011,0.384,0.342,94.261,3
Cherry,1Ym6aMuT5bliaZMC67AmPp,0.658,0.46,6,-8.646,0,0.0444,0.456,0.00111,0.0963,0.223,114.801,0
White Mustang,6eygbzyL6hY8jFQTARDuo9,0.76,0.574,1,-8.57,1,0.126,0.0155,2.02e-05,0.199,0.137,134.981,5
Summer Bummer (feat. A$AP Rocky & Playboi Carti),5QqyRUZeBE04yJxsD1OC0I,0.359,0.6,9,-7.317,1,0.0398,0.113,1.32e-06,0.0952,0.195,175.894,6
Groupie Love (feat. A$AP Rocky),03hqMhmCZiNKMSPmVabPLP,0.54,0.674,2,-6.351,1,0.0802,0.0553,0.0608,0.112,0.309,89.933,5
In My Feelings,269xqcgGTN9PlivhUkOLhX,0.535,0.658,7,-7.425,1,0.0998,0.189,4.11e-05,0.0683,0.413,129.835,5
Coachella - Woodstock In My Mind,5UPHeuDP0AnG830Yf3bJJD,0.374,0.697,9,-6.544,1,0.0637,0.411,0.211,0.122,0.244,87.96,0
God Bless America - And All The Beautiful Women In It,7nns9KjsadA1Cx7as2eGNG,0.616,0.605,7,-7.234,1,0.0343,0.097,0.00812,0.165,0.185,116.031,5
When The World Was At War We Kept Dancing,0dssTLrqY79Klk6jx2RXCj,0.509,0.43,5,-8.387,1,0.0325,0.834,0.000854,0.0927,0.128,122.919,0
Beautiful People Beautiful Problems (feat. Stevie Nicks),3O7p9Itz8PXUoAjD2vmuM6,0.297,0.402,0,-9.757,1,0.0346,0.819,0.000181,0.109,0.177,138.019,0
Tomorrow Never Came (feat. Sean Ono Lennon),6VZwnDUMkAZs36g6v9MVQX,0.352,0.41,11,-8.796,0,0.0388,0.556,0.0113,0.114,0.0952,118.721,0
Heroin,7lSdUlVf8k6kxklKkskb1m,0.558,0.246,9,-10.914,0,0.0409,0.942,0.00875,0.106,0.303,85.672,0
Change,3fx5ozORvvTGnSnOhUqrgj,0.205,0.472,10,-10.45,1,0.0718,0.498,0.000792,0.0953,0.0392,203.944,6
Get Free,761QvVHTibYjEi2r6A4g4Q,0.714,0.62,11,-5.045,1,0.296,0.223,0.0,0.109,0.73,80.109,4
Living Single,36xxq7VDZZsGwARsn6Clo7,0.776,0.597,7,-8.467,0,0.42,0.201,0.00925,0.12,0.787,96.99,4
¥ (money),5lt7DisYMz8AzstCfMjT4e,0.741,0.463,2,-11.309,1,0.099,0.676,0.00299,0.162,0.18,89.993,0
Second 2 None (feat. Christine And The Queens),6OdwhuZj85VSZG4bVPE87C,0.643,0.693,1,-5.645,0,0.0946,0.00595,0.000118,0.0726,0.083,140.0,3
Crave You - Adventure Club Remix,283LAlCpfArRZOXPfkOQj0,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,3
Gasoline,2IO7yf562c1zLzpanal1DT,0.798,0.443,10,-9.21,1,0.12,0.437,4.78e-06,0.065,0.481,110.027,5
Firefly,2s9C5THb9llwyVXtjveV4E,0.476,0.83,7,-3.918,0,0.0564,0.0022,0.0,0.807,0.211,127.997,1
Falling Away - Festival Mix (Radio Edit),6t8d3jLQMN3C5JDkOjIhnf,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,5
Young Folks,4dyx5SzxPPaD8xQIid5Wjj,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,4
Human,58zsLZPvfflaiIbNWoA22O,0.461,0.931,11,-4.547,1,0.0446,0.00162,2.2e-05,0.09,0.534,159.973,6
Olympia,5O0gvPYHxJ81n01JYeUN64,0.724,0.703,5,-4.049,0,0.171,0.228,0.0,0.0852,0.866,99.629,3
UGH!,2T4oNTmPYTZTdIzeFdNNez,0.456,0.911,0,-5.52,1,0.0749,0.000898,0.0,0.37,0.572,146.4,6
Tokyo (Vampires & Wolves),0dt2bECwIUEzWppQLeUqG6,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,3
Golden Skans,6BqWhxll86CGGE6WxgdRqG,0.733,0.882,0,-4.199,0,0.0389,0.051,9.92e-06,0.131,0.854,123.071,3
Bad Habit,3huV7eiNpaQlCB3LbZi9bB,0.45,0.831,4,-4.466,1,0.0359,0.00118,0.0,0.258,0.232,150.019,6
KARMA SEEKER,7ppH8q5ve8JqG7IxxQpjYW,0.542,0.853,2,-4.806,0,0.0308,0.0631,0.0374,0.211,0.592,153.736,3
My Bark Is Your Bite,1u1z9urpql1ADj2YtvoasL,0.286,0.822,9,-3.366,0,0.0381,2.31e-05,1.31e-05,0.353,0.19,90.96,6
Live Forever - Remastered,6TlQ5fbojNRuG0hPQMbxeW,0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,3
Dreaming of You,6ebxt3Iylxe0GcEuUGlIvb,0.52,0.759,0,-5.006,1,0.0413,0.000112,0.00256,0.0934,0.552,148.019,6
Sleep Alone,4BsQ6HzywRiSHf45WXRft8,0.576,0.894,11,-4.645,1,0.236,0.000833,0.00408,0.115,0.492,120.967,4
We Used To Be In Love - Remastered,6A6SCjDNmjbvRrOCEygBz6,0.604,0.894,2,-5.0,1,0.037,0.0212,0.0,0.0299,0.901,145.017,5
Junk Of The Heart (Happy),2jZgzSxNSg1hTCq0ewWHGJ,0.284,0.932,1,-3.946,1,0.0522,0.000223,0.0,0.224,0.617,169.877,6
Chasing Shadows,0WkbCIvAJyVzwWnhevyz2b,0.637,0.963,9,-5.116,1,0.0882,0.000286,0.000889,0.0449,0.823,150.1,5
Teddy Picker,5kxVyCgEUND7E2QKG7JmoF,0.61,0.708,11,-4.3,0,0.0606,0.0095,3.14e-05,0.116,0.508,101.003,3
Emoticons,4ulyMmII2sodFnQXeRF6DF,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,2
Feels Like We Only Go Backwards,0LtOwyZoSNZKJWHqjzADpW,0.734,0.601,6,-5.857,0,0.0332,0.00156,2.35e-05,0.199,0.9,130.01,3
No One Will Ever Replace Us,6jnQHI6syF7AwhGWhquLdE,0.479,0.691,7,-8.282,1,0.0308,0.261,0.017,0.0765,0.537,158.786,6
Let's Pray,1bJuhUV4kt0alJPfLk04YQ,0.433,0.458,0,-8.666,1,0.0328,0.305,0.0,0.0863,0.23,115.213,0
